0.59828,0.29255,0.45285,46,0.51261,0.1875,0.44813,35,0.58828,0.33333,0.46078,33,0.54521,0.17647,0.46667,11,0.58094,0.42308,0.58515,2,0.50022,0.21622,0.48726,9,0.50389,0.16883,0.4697,155,0.52961,0.25455,0.44952,18,0.66368,0.37681,0.75717,14
0.68688,0.41489,0.55855,53,0.68496,0.5,0.62241,48,0.63478,0.4,0.66667,38,0.4663,0.11765,0.51111,10,0.7203,0.42308,0.63755,20,0.56946,0.24324,0.5414,15,0.49688,0.15584,0.64103,63,0.54544,0.17273,0.51452,11,0.78634,0.56522,0.80574,10
0.67306,0.42021,0.49326,49,0.67563,0.4375,0.48963,45,0.55931,0.26667,0.34314,11,0.53357,0.17647,0.46667,21,0.45459,0.33333,0.49782,1,0.58342,0.2973,0.32484,31,0.49188,0.20779,0.58741,15,0.46976,0.18182,0.38728,12,0.65448,0.42029,0.59603,20
0.63634,0.3883,0.54715,47,0.6607,0.5,0.55187,83,0.59412,0.30667,0.37582,15,0.43551,0.088235,0.42222,48,0.50521,0.39744,0.51528,1,0.56366,0.2973,0.39809,13,0.50583,0.25974,0.55245,14,0.48963,0.19091,0.49378,8,0.72071,0.52174,0.68433,22
0.59545,0.28723,0.38549,12,0.64189,0.3125,0.45643,0,0.52492,0.18667,0.33007,0,0.3755,0.088235,0.28889,7,0.70393,0.34615,0.34061,2,0.563,0.35135,0.39172,10,0.50756,0.18182,0.41026,16,0.51667,0.2,0.39696,4,0.65942,0.24638,0.32671,4
0.6989,0.46277,0.57513,22,0.69619,0.4375,0.61411,13,0.59876,0.37333,0.68627,8,0.42118,0.17647,0.46667,15,0.76385,0.48718,0.57205,1,0.65174,0.40541,0.48726,13,0.50823,0.23377,0.57226,12,0.51604,0.18182,0.53665,9,0.7345,0.63768,0.75717,19
0.61552,0.34043,0.47461,27,0.65519,0.25,0.49793,5,0.61688,0.36,0.53268,3,0.38795,0.14706,0.37778,33,0.60644,0.48718,0.52838,0,0.58486,0.37838,0.36306,9,0.49456,0.23377,0.50583,4,0.49152,0.20909,0.54219,7,0.71691,0.49275,0.46137,7
0.6957,0.43617,0.58756,37,0.6603,0.4375,0.63071,8,0.68769,0.36,0.71569,7,0.543,0.20588,0.52593,23,0.83719,0.53846,0.67249,1,0.62387,0.37838,0.57962,17,0.53597,0.28571,0.66084,19,0.59969,0.21818,0.61272,24,0.76911,0.5942,0.72848,17
0.65898,0.3883,0.50155,47,0.67189,0.4375,0.48963,63,0.58461,0.28,0.33987,10,0.45636,0.11765,0.4963,15,0.44504,0.29487,0.47162,1,0.55969,0.24324,0.28344,39,0.49408,0.20779,0.56876,33,0.46732,0.17273,0.39696,15,0.68416,0.43478,0.65563,46
0.66287,0.43617,0.52953,21,0.71408,0.5625,0.51037,40,0.61771,0.32,0.47386,0,0.52065,0.14706,0.47407,45,0.44831,0.30769,0.52402,1,0.57859,0.2973,0.32803,40,0.52961,0.27273,0.55128,27,0.49875,0.2,0.53527,17,0.74917,0.55072,0.52318,14
