0.49836,0.19277,0.47517,0,0.52629,0.1875,0.46888,59,0.57103,0.32,0.55229,16,0.43636,0.11765,0.40741,16,0.65115,0.48718,0.57642,7,0.54265,0.24324,0.53185,17,0.47182,0.19481,0.57226,21,0.51996,0.25455,0.48963,8,0.68154,0.42029,0.74834,29
0.49949,0.21084,0.43356,10,0.70089,0.5,0.47718,44,0.57141,0.28,0.32026,14,0.51425,0.17647,0.4963,27,0.48031,0.32051,0.44105,1,0.55135,0.21622,0.27389,22,0.50019,0.25974,0.52448,16,0.45833,0.16364,0.46058,12,0.71393,0.49275,0.6181,22
0.5325,0.21687,0.39866,18,0.44382,0.125,0.34855,9,0.64394,0.24,0.29739,15,0.66052,0.32353,0.45185,1,0.71387,0.39744,0.50655,1,0.54131,0.27027,0.38217,12,0.5338,0.25974,0.54779,0,0.52337,0.20909,0.34993,14,0.64203,0.31884,0.61589,0
0.51445,0.20482,0.50201,8,0.66178,0.5,0.53112,38,0.6234,0.32,0.45098,5,0.43752,0.088235,0.4963,27,0.55854,0.44872,0.57205,3,0.59646,0.32432,0.34076,12,0.49964,0.25974,0.49417,14,0.47387,0.17273,0.53527,15,0.72995,0.53623,0.61589,23
0.52804,0.20482,0.40268,1,0.61332,0.25,0.44398,31,0.44894,0.093333,0.22222,23,0.42806,0.058824,0.26667,1,0.72622,0.42308,0.38428,0,0.58014,0.24324,0.24522,20,0.47319,0.16883,0.39627,81,0.44444,0.19091,0.28354,15,0.51556,0.26087,0.52539,1
0.53042,0.23494,0.48054,7,0.64269,0.25,0.47303,35,0.60048,0.33333,0.61438,6,0.3512,0.11765,0.37037,31,0.67836,0.42308,0.45852,0,0.58342,0.2973,0.42357,1,0.49736,0.24675,0.54545,10,0.52136,0.19091,0.44122,5,0.67357,0.4058,0.31126,0
0.52426,0.20482,0.33826,3,0.56254,0.3125,0.25726,2,0.55145,0.25333,0.46405,7,0.36197,0.058824,0.21481,0,0.65518,0.32051,0.29694,0,0.59163,0.18919,0.20382,3,0.43636,0.16883,0.39394,37,0.45326,0.13636,0.2296,15,0.48979,0.21739,0.41501,1
0.51218,0.20482,0.15973,6,0.37542,0.125,0.16598,15,0.54588,0.13333,0.12418,4,0.53646,0.23529,0.3037,4,0.52578,0.33333,0.36681,0,0.43257,0.10811,0.14968,0,0.46829,0.15584,0.16434,11,0.49559,0.2,0.13416,15,0.5431,0.24638,0.58499,14
0.51932,0.22289,0.44027,29,0.69382,0.5,0.46888,44,0.57921,0.28,0.35621,23,0.454,0.20588,0.51111,21,0.48059,0.33333,0.48472,1,0.59366,0.32432,0.30573,18,0.50107,0.28571,0.44172,39,0.4814,0.18182,0.51176,42,0.73017,0.50725,0.62914,55
0.48901,0.1747,0.2255,5,0.51572,0.125,0.22822,47,0.61452,0.18667,0.36928,4,0.40894,0.14706,0.32593,4,0.40006,0.11538,0.20087,0,0.35613,0.081081,0.13694,0,0.45252,0.11688,0.28438,3,0.53945,0.18182,0.24066,3,0.56049,0.30435,0.42605,0
