0.54278,0.1988,0.56242,39,0.71473,0.46277,0.55648,4,0.53183,0.32,0.64052,4,0.48092,0.20588,0.48889,22,0.76039,0.48718,0.62882,1,0.61999,0.40541,0.48408,31,0.5074,0.27273,0.62471,54,0.51344,0.21818,0.48963,54,0.78516,0.5942,0.70861,4
0.54371,0.1988,0.4953,4,0.64822,0.33511,0.38549,0,0.52475,0.29333,0.46732,2,0.41534,0.14706,0.32593,19,0.69834,0.37179,0.43231,1,0.62482,0.37838,0.36943,19,0.52072,0.20779,0.48601,33,0.53691,0.23636,0.38036,5,0.73553,0.55072,0.48565,20
0.52706,0.24096,0.3557,8,0.59887,0.34043,0.32539,0,0.654,0.28,0.42484,0,0.31053,0.088235,0.18519,6,0.56405,0.34615,0.30568,0,0.60349,0.21622,0.11783,0,0.51045,0.15584,0.42657,30,0.50226,0.20909,0.30982,1,0.57397,0.17391,0.16998,6
0.52752,0.20482,0.49396,8,0.68649,0.43617,0.55233,26,0.62874,0.37333,0.65359,1,0.5022,0.17647,0.4,11,0.68103,0.35897,0.57642,1,0.5943,0.27027,0.29618,22,0.53149,0.20779,0.49068,2,0.54209,0.22727,0.41079,23,0.68361,0.30435,0.4702,4
0.54469,0.1988,0.45503,5,0.59906,0.31383,0.36891,4,0.68402,0.37333,0.56536,0,0.38068,0.11765,0.44444,12,0.70773,0.32051,0.44105,1,0.47139,0.21622,0.45223,17,0.52884,0.24675,0.48485,41,0.57399,0.26364,0.43154,16,0.68102,0.36232,0.27594,0
0.56971,0.21084,0.59866,7,0.69457,0.45745,0.61865,56,0.63424,0.38667,0.70915,17,0.44938,0.17647,0.51852,35,0.8342,0.5641,0.67249,1,0.60762,0.37838,0.60191,23,0.55213,0.27273,0.68065,31,0.57656,0.22727,0.61411,15,0.78208,0.62319,0.82781,37
0.53554,0.22289,0.49664,26,0.60101,0.35106,0.50052,71,0.52153,0.08,0.23529,10,0.43707,0.14706,0.37778,11,0.77316,0.41026,0.51528,2,0.53789,0.2973,0.38535,20,0.53971,0.27273,0.54079,42,0.57088,0.25455,0.50069,75,0.68496,0.3913,0.53863,21
0.52112,0.24699,0.34362,17,0.60334,0.32447,0.33886,1,0.60976,0.30667,0.40196,4,0.59261,0.38235,0.42963,1,0.6046,0.41026,0.59825,0,0.53626,0.37838,0.48089,25,0.56806,0.27273,0.42075,1,0.54275,0.23636,0.33057,8,0.63852,0.31884,0.71965,1
0.50996,0.21084,0.44295,18,0.67748,0.43085,0.54819,21,0.58454,0.29333,0.37908,3,0.5323,0.17647,0.48148,34,0.49471,0.35897,0.53712,1,0.57798,0.24324,0.25478,26,0.50572,0.28571,0.46037,10,0.47279,0.16364,0.47165,22,0.71113,0.44928,0.56733,22
0.53015,0.23494,0.46577,0,0.6175,0.21277,0.37824,0,0.56193,0.29333,0.4183,12,0.36817,0.11765,0.27407,8,0.60517,0.29487,0.41921,3,0.56342,0.2973,0.24522,12,0.51185,0.18182,0.44522,22,0.54018,0.17273,0.3444,12,0.66126,0.42029,0.22737,2
